CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11074068','0','0','0','0','0','0','0','18','2',2000,'1','3','-6','1'
'11074068','0','0','0','0','0','0','0','23','2',5000,'1','2','-6','1'
'11074068','0','0','0','0','0','0','0','24','2',200,'1','2','-6','1'
'11074068','0','0','0','0','0','0','0','29','2',1000,'1','2','-6','1'
'11074068','0','0','0','0','0','0','0','30','2',200,'1','2','-6','1'
'11074070','0','0','0','0','0','0','0','25','2',2500,'1','2','-6','1'
'11074113','0','0','0','0','0','0','0','22','2',0,'2','-6','2','7'
'11074126','0','0','0','0','0','0','0','24','1',400,'1','3','-6','5'
'11074129','0','0','0','0','0','0','0','14','1',0,'1','1','-6','7'
'11074129','0','0','2','0','0','0','0','15','1',1300,'1','2','-6','1'
'11074129','0','0','0','0','0','0','0','29','1',800,'1','1','-6','1'
'11074129','0','0','0','0','0','0','0','35','2',500,'1','2','-6','1'
'11074130','0','0','0','0','0','0','0','16','2',800,'1','3','-6','1'
'11074133','0','0','0','0','0','0','0','34','2',7800,'1','2','-6','1'
'11074133','0','0','0','0','0','0','0','35','2',0,'1','-9','-6','-9'
'11074135','0','0','2','0','0','0','0','35','2',870,'2','-6','3','1'
'11074135','0','0','2','0','0','0','0','31','1',230,'1','3','-6','1'
'11074135','0','0','0','0','0','0','0','31','2',0,'1','3','-6','1'
'11074136','0','0','0','0','0','0','0','25','1',0,'1','1','-6','7'
'11074139','0','0','0','0','0','0','0','24','1',700,'1','2','-6','1'
'11074141','0','0','0','0','0','0','0','13','2',8000,'1','3','-6','1'
'11074141','0','0','0','0','0','0','0','22','2',700,'1','3','-6','1'
'11074141','0','0','0','0','0','0','0','25','2',2400,'1','3','-6','1'
'11074141','0','0','0','0','0','0','0','30','2',600,'1','3','-6','1'
'11074141','0','0','0','0','0','0','0','35','2',4800,'1','1','-6','1'
'11074148','0','0','0','0','0','0','0','22','1',200,'1','3','-6','1'
'11074152','0','0','0','0','0','0','0','26','2',7200,'1','3','-6','3'
'11074161','0','0','2','0','0','0','0','15','2',3200,'1','2','-6','-9'
'11074161','0','0','2','0','0','0','0','17','2',2900,'-9','-6','-9','-9'
'11074161','0','0','2','2','0','0','0','18','1',420,'-9','-6','-9','-9'
'11074161','0','0','2','2','0','0','0','22','2',380,'-9','-6','-9','-9'
'11074161','0','0','2','2','0','0','0','29','1',420,'-9','-6','-9','-9'
'11074161','0','0','2','2','0','0','0','30','2',320,'-9','-6','-9','-9'
'11074161','0','0','0','2','0','0','0','32','1',1500,'1','2','-6','1'
'11074163','0','0','0','0','0','0','0','16','2',4000,'1','1','-6','4'
'11074163','0','0','0','0','0','0','0','18','2',4500,'2','-6','1','4'
'11074163','0','0','0','0','0','0','0','23','2',500,'1','1','-6','4'
'11074163','0','0','0','0','0','0','0','06','2',16000,'1','1','-6','4'
'11074172','0','0','0','0','0','0','0','33','2',4000,'1','1','-6','1'
'11074178','0','0','0','0','0','0','0','30','2',150,'1','3','-6','1'
'11074178','0','0','0','0','0','0','0','06','2',200,'1','1','-6','1'
'11074187','0','0','0','0','0','0','0','26','2',6000,'1','2','-6','7'
'11074189','0','0','0','0','0','0','0','22','1',1500,'1','3','-6','1'
'11074189','0','0','0','0','0','0','0','25','2',8000,'1','3','-6','4'
'11074190','0','0','0','0','0','0','0','16','2',20000,'1','2','-6','4'
'11074190','0','0','0','0','0','0','0','18','2',250,'1','2','-6','1'
'11074190','0','0','0','0','0','0','0','24','2',350,'1','3','-6','1'
'11074190','0','0','0','0','0','0','0','30','2',500,'1','3','-6','5'
'11074190','0','0','0','0','0','0','0','31','2',1200,'1','2','-6','5'
'11074190','0','0','0','0','0','0','0','31','2',300,'1','2','-6','5'
'11074190','0','0','0','0','0','0','0','31','2',400,'1','2','-6','5'
'11074194','0','0','2','0','0','0','0','12','1',610,'1','2','-6','1'
'11074194','0','0','2','0','0','0','0','16','2',3000,'1','3','-6','1'
'11074194','0','0','2','0','0','0','0','22','1',90,'1','2','-6','1'
'11074194','0','0','2','0','0','0','0','24','2',150,'1','1','-6','1'
'11074199','0','0','0','0','0','0','0','16','2',7400,'1','3','-6','4'
'11074200','0','0','0','0','0','0','0','18','2',600,'1','1','-6','1'
'11074200','0','0','0','0','0','0','0','22','1',60,'1','1','-6','1'
'11074207','0','0','0','0','0','0','0','12','2',3000,'1','2','-6','1'
'11074209','0','0','0','0','0','0','0','26','2',2500,'1','1','-6','5'
'11074210','0','0','0','0','0','0','0','13','2',2500,'1','2','-6','1'
'11074210','0','0','0','0','0','0','0','18','2',4000,'1','1','-6','1'
'11074214','0','0','0','0','0','0','0','26','2',2500,'1','3','-6','1'
'11074214','0','0','0','0','0','0','0','33','2',4000,'1','2','-6','1'
'11074214','0','0','0','0','0','0','0','02','1',15000,'1','2','-6','4'
'11074217','0','0','0','0','0','0','0','30','1',20,'1','3','-6','1'
'11074217','0','0','0','0','0','0','0','31','1',20,'1','3','-6','1'
'11074224','0','0','0','0','0','0','0','18','2',15000,'1','2','-6','7'
'11074224','0','0','0','0','0','0','0','24','2',1000,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','16','2',20000,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','18','2',6000,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','24','2',100,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','26','2',200,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','32','2',5000,'1','2','-6','1'
'11074226','0','0','0','0','0','0','0','02','2',20000,'1','2','-6','1'
'11074228','0','0','0','0','0','0','0','16','2',21800,'1','1','-6','4'
'11074233','0','0','0','0','0','0','0','02','2',12000,'1','1','-6','4'
'11074236','0','0','0','0','0','0','0','30','1',400,'1','2','-6','1'
'11074240','0','0','0','0','0','0','0','11','2',5000,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','12','2',5000,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','16','2',10000,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','23','1',2500,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','26','1',3000,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','29','2',700,'1','3','-6','1'
'11074240','0','0','0','0','0','0','0','33','2',1500,'1','3','-6','1'
'11074241','0','0','0','0','0','0','0','16','2',46300,'1','2','-6','4'
'11074241','0','0','2','0','0','0','0','18','2',4000,'1','2','-6','4'
'11074241','0','0','0','0','0','0','0','33','2',1000,'1','2','-6','1'
'11074241','0','0','0','0','0','0','0','02','2',50000,'1','2','-6','4'
'11074248','0','0','0','0','0','0','0','16','2',35400,'1','2','-6','4'
'11074248','0','0','0','0','0','0','0','23','2',500,'1','2','-6','1'
'11074248','0','0','0','0','0','0','0','29','2',1500,'1','3','-6','1'
'11074248','0','0','0','0','0','0','0','36','2',2000,'1','3','-6','1'
'11074254','0','0','0','0','0','0','0','26','2',2300,'1','2','-6','1'
'11074254','0','0','0','0','0','0','0','27','2',0,'1','2','-6','1'
'11074254','0','0','0','0','0','0','0','29','2',400,'1','3','-6','1'
'11074279','0','0','0','0','0','0','0','14','2',350,'1','3','-6','1'
'11074285','0','0','0','0','0','0','0','26','2',2000,'1','3','-6','1'
'11074285','0','0','0','0','0','0','0','32','2',1500,'1','3','-6','1'
'11074290','0','0','0','0','0','0','0','29','2',1200,'1','2','-6','1'
'11074293','0','0','2','0','0','0','0','12','1',1800,'1','3','-6','5'
'11074293','0','0','0','0','0','0','0','23','1',2000,'1','3','-6','5'
'11074293','0','0','0','0','0','0','0','24','1',0,'1','3','-6','5'
'11074293','0','0','0','0','0','0','0','26','2',0,'1','3','-6','7'
'11074310','0','0','0','0','0','0','0','26','2',3700,'1','2','-6','1'
'11074315','0','0','0','0','0','0','0','24','2',400,'1','1','-6','1'
'11074315','0','0','0','0','0','0','0','26','2',8000,'1','2','-6','1'
'11074316','0','0','0','0','0','0','0','16','2',2500,'1','2','-6','1'
'11074316','0','0','0','0','0','0','0','22','2',500,'1','2','-6','1'
'11074316','0','0','0','0','0','0','0','25','2',3000,'1','1','-6','1'
'11074319','0','0','2','0','0','0','0','24','2',640,'1','2','-6','1'
'11074319','0','0','2','0','0','0','0','37','2',10500,'1','2','-6','1'
'11074319','0','0','2','0','0','0','0','37','2',1800,'1','3','-6','1'
'11074321','0','0','0','0','0','0','0','22','2',2500,'1','1','-6','1'
'11074321','0','0','0','0','0','0','0','36','2',50,'1','2','-6','1'
'11074323','0','0','0','0','0','0','0','23','2',900,'1','1','-6','1'
'11074323','0','0','0','0','0','0','0','26','2',3800,'1','3','-6','1'
'11074323','0','0','0','0','0','0','0','29','2',1000,'1','2','-6','1'
'11074323','0','0','0','0','0','0','0','30','1',250,'1','1','-6','1'
'11074323','0','0','0','0','0','0','0','36','2',1600,'1','2','-6','1'
'11074330','0','0','0','0','0','0','0','18','2',38300,'1','3','-6','1'
'11074330','0','0','0','0','0','0','0','26','2',4000,'1','3','-6','1'
'11074330','0','0','2','0','0','0','0','27','2',5100,'1','3','-6','1'
'11074331','0','0','0','0','0','0','0','18','2',1500,'1','2','-6','1'
'11074331','0','0','0','0','0','0','0','26','2',900,'1','3','-6','1'
'11074332','0','0','0','0','0','0','0','18','2',6800,'1','3','-6','1'
'11074332','0','0','0','0','0','0','0','26','2',9000,'1','3','-6','1'
'11074332','0','0','0','0','0','0','0','27','2',0,'1','3','-6','1'
'11074335','0','0','0','0','0','0','0','26','2',2200,'1','2','-6','7'
'11074335','0','0','0','0','0','0','0','30','2',400,'1','2','-6','1'
'11074338','0','0','2','0','0','0','0','20','2',1500,'1','2','-6','4'
'11074338','0','0','0','0','0','0','0','24','1',180,'1','2','-6','1'
'11074338','0','0','0','0','0','0','0','30','2',200,'1','2','-6','1'
'11074338','0','0','0','0','0','0','0','33','1',150,'1','3','-6','5'
'11074338','0','0','0','0','0','0','0','02','2',12400,'1','2','-6','4'
'11074338','0','0','0','0','0','0','0','31','2',2000,'1','2','-6','1'
'11074358','0','0','0','0','0','0','0','12','1',4000,'1','1','-6','7'
'11074358','0','0','0','0','0','0','0','22','1',3000,'1','1','-6','7'
'11074358','0','0','0','0','0','0','0','25','1',4000,'1','1','-6','7'
'11074378','0','0','0','0','0','0','0','22','2',2000,'1','3','-6','1'
'11074378','0','0','0','0','0','0','0','30','1',170,'1','3','-6','1'
'11074381','0','0','2','0','0','0','0','16','2',3000,'1','3','-6','7'
'11074389','0','0','0','0','0','0','0','16','2',8000,'1','2','-6','4'
'11074391','0','0','0','0','0','0','0','22','2',1500,'1','1','-6','1'
'11074391','0','0','0','0','0','0','0','25','2',1000,'1','1','-6','4'
'11074391','0','0','0','0','0','0','0','30','2',500,'1','2','-6','1'
'11074394','0','0','2','0','0','0','0','19','2',5900,'1','3','-6','1'
'11074394','0','0','2','0','0','0','0','26','2',6800,'1','3','-6','1'
'11074394','0','0','2','0','0','0','0','27','2',5400,'1','3','-6','1'
'11074397','0','0','2','0','0','0','0','24','2',320,'1','2','-6','1'
'11074397','0','0','0','0','0','0','0','26','2',800,'1','1','-6','1'
'11074397','0','0','2','0','0','0','0','29','2',800,'1','1','-6','1'
'11074403','0','0','0','0','0','0','0','13','1',400,'1','3','-6','1'
'11074403','0','0','0','0','0','0','0','24','1',400,'1','3','-6','1'
'11074403','0','0','0','0','0','0','0','26','1',3000,'1','3','-6','1'
'11074403','0','0','0','0','0','0','0','27','2',0,'1','3','-6','1'
'11074403','0','0','0','0','0','0','0','35','1',600,'2','-6','3','1'
'11074405','0','0','0','0','0','0','0','29','2',1200,'1','1','-6','1'
'11074409','0','0','0','0','0','0','0','12','2',1000,'1','1','-6','5'
'11074409','0','0','0','0','0','0','0','13','1',700,'1','1','-6','5'
'11074409','0','0','0','0','0','0','0','22','2',300,'1','1','-6','1'
'11074409','0','0','2','0','0','0','0','23','2',1200,'1','1','-6','5'
'11074409','0','0','2','0','0','0','0','24','1',330,'1','1','-6','1'
'11074409','0','0','2','0','0','0','0','29','2',1200,'1','1','-6','5'
'11074409','0','0','2','0','0','0','0','30','2',600,'1','1','-6','5'
'11074409','0','0','2','0','0','0','0','32','2',3600,'1','1','-6','5'
'11074409','0','0','2','0','0','0','0','33','2',3000,'1','1','-6','5'
'11074409','0','0','2','0','0','0','0','36','2',2400,'1','1','-6','5'
'11074413','0','0','0','0','0','0','0','12','1',30000,'1','2','-6','1'
'11074413','0','0','0','0','0','0','0','25','1',2500,'1','2','-6','1'
'11074413','0','0','0','0','0','0','0','26','2',5000,'1','2','-6','1'
'11074413','0','0','0','0','0','0','0','30','1',70,'1','2','-6','1'
'11074420','0','0','2','0','0','0','0','19','2',1600,'1','2','-6','-9'
'11074420','0','0','2','0','0','0','0','31','2',1600,'1','2','-6','-9'
'11074429','0','0','0','0','0','0','0','15','1',2000,'2','-6','3','1'
'11074429','0','0','0','0','0','0','0','20','1',700,'1','2','-6','1'
'11074429','0','0','0','0','0','0','0','35','1',500,'1','2','-6','1'
'11074430','0','0','0','0','0','0','0','24','2',1200,'1','2','-6','1'
'11074430','0','0','0','0','0','0','0','29','2',450,'1','2','-6','1'
'11074432','0','0','0','0','0','0','0','29','1',500,'1','3','-6','1'
'11074444','0','0','0','0','0','0','0','36','2',2000,'1','3','-6','1'
'11074450','0','0','0','0','0','0','0','29','2',1000,'1','2','-6','1'
'11074451','0','0','0','0','0','0','0','12','2',30000,'1','1','-6','1'
'11074451','0','0','0','0','0','0','0','13','2',90000,'1','1','-6','1'
'11074474','0','0','0','0','0','0','0','18','2',12000,'1','3','-6','1'
'11074474','0','0','0','0','0','0','0','26','1',12000,'1','1','-6','1'
'11074474','0','0','0','0','0','0','0','27','2',12000,'1','1','-6','1'
'11074474','0','0','0','0','0','0','0','29','1',1000,'1','2','-6','1'
'11074474','0','0','0','0','0','0','0','33','1',3500,'1','2','-6','1'
'11074485','0','0','0','0','0','0','0','25','2',5000,'1','2','-6','1'
'11074489','0','0','0','0','0','0','0','11','1',0,'1','3','-6','1'
'11074489','0','0','0','0','0','0','0','22','1',50,'1','2','-6','1'
'11074489','0','0','2','0','0','0','0','30','1',330,'1','2','-6','1'
'11074492','0','0','0','0','0','0','0','30','1',120,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','16','2',3000,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','17','1',2500,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','22','2',0,'1','3','-6','1'
'11074494','0','0','0','0','0','0','0','24','1',800,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','30','1',1300,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','33','1',3800,'1','1','-6','1'
'11074494','0','0','0','0','0','0','0','36','1',1200,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','37','2',1200,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','37','2',600,'1','2','-6','1'
'11074494','0','0','0','0','0','0','0','37','2',900,'1','2','-6','1'
'11074498','0','0','0','0','0','0','0','25','2',1000,'1','3','-6','1'
'11074499','0','0','0','0','0','0','0','32','2',25800,'1','2','-6','1'
'11074505','0','0','0','0','0','0','0','16','2',5000,'1','3','-6','1'
'11074505','0','0','0','0','0','0','0','22','1',600,'1','3','-6','1'
'11074505','0','0','0','0','0','0','0','23','2',1700,'1','3','-6','1'
'11074505','0','0','0','0','0','0','0','27','2',10400,'1','3','-6','4'
'11074506','0','0','0','0','0','0','0','30','2',600,'1','2','-6','1'
'11074528','0','0','0','0','0','0','0','12','1',4000,'1','3','-6','1'
'11074530','0','0','0','0','0','0','0','30','1',300,'1','2','-6','1'
'11074543','0','0','0','0','0','0','0','27','2',3000,'1','2','-6','1'
'11074547','0','0','0','0','0','0','0','31','1',200,'1','2','-6','1'
'11074555','0','0','0','0','0','0','0','16','2',9000,'1','3','-6','4'
'11074555','0','0','0','0','0','0','0','20','2',6500,'1','3','-6','4'
'11074555','0','0','0','0','0','0','0','21','2',90,'1','3','-6','1'
'11074555','0','0','0','0','0','0','0','22','1',250,'1','2','-6','1'
'11074555','0','0','0','0','0','0','0','25','2',6000,'1','2','-6','1'
'11074557','0','0','0','0','0','0','0','07','2',80000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','08','2',-9,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','10','2',-9,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','11','2',20000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','12','2',10000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','13','2',15000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','18','2',15000,'1','1','-6','4'
'11074557','0','0','0','0','0','0','0','19','2',8200,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','20','2',2000,'1','1','-6','3'
'11074557','0','0','0','0','0','0','0','21','2',5000,'1','1','-6','3'
'11074557','0','0','0','0','0','0','0','22','2',5000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','23','2',11900,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','25','2',5000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','26','2',7000,'1','2','-6','3'
'11074557','0','0','0','0','0','0','0','27','2',0,'1','2','-6','7'
'11074557','0','0','0','0','0','0','0','30','2',0,'1','2','-6','7'
'11074557','0','0','0','0','0','0','0','31','2',0,'1','2','-6','7'
'11074557','0','0','0','0','0','0','0','31','2',0,'1','2','-6','7'
'11074557','0','0','0','0','0','0','0','31','2',0,'1','2','-6','7'
'11074559','0','0','2','0','0','0','0','16','2',12000,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','17','2',0,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','18','2',0,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','19','2',0,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','32','2',0,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','33','2',0,'1','2','-6','6'
'11074559','0','0','0','0','0','0','0','36','1',0,'1','1','-6','6'
'11074562','0','0','0','0','0','0','0','25','2',6000,'1','2','-6','1'
'11074576','0','0','0','0','0','0','0','30','1',100,'1','2','-6','1'
'11074586','0','0','0','0','0','0','0','15','2',15000,'1','3','-6','1'
'11074586','0','0','0','0','0','0','0','26','2',10000,'1','2','-6','1'
'11074592','0','0','2','0','0','0','0','07','2',17900,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','08','2',16000,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','10','2',35000,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','12','2',7200,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','13','2',10800,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','15','2',6000,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','16','2',9000,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','17','2',5400,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','18','2',3000,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','19','2',2400,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','20','2',1800,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','21','2',1400,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','22','2',720,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','23','2',1200,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','24','2',480,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','25','2',3600,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','29','2',1200,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','30','2',600,'1','3','-6','3'
'11074592','0','0','2','0','0','0','0','32','2',3600,'1','3','-6','3'
